car_id,car_number,car_model,car_type,transmission,drive_unit,engine_capacity,engine_volume,fuel_type,car_color,price
9316,А944МК_51,Nissan Teana II Рестайлинг,седан,вариатор,полный,167,2.5,бензин,чёрный,870000
9317,С856УТ_66,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,синий,1060000
9318,Х872УО_18,Mercedes-Benz E-Класс 300 I (W124),седан,автомат,задний,147,3.0,дизель,белый,1360000
9319,Т613УЕ_25,Ford Focus II,седан,механика,передний,145,2.0,бензин,синий,1200000
9320,О925КС_97,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,белый,299000
9321,О142ХО_14,ЗАЗ 965,седан,механика,задний,27,0.9,бензин,серый,1069000
9322,Р373ХТ_25,Mercedes-Benz 190 (W201),седан,механика,задний,105,2.0,бензин,пурпурный,1369000
9323,С883КМ_87,LADA (ВАЗ) Priora I,универсал,механика,передний,98,1.6,бензин,пурпурный,70000
9324,М052КХ_73,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,пурпурный,88000
9325,С683АУ_07,Kia Optima IV Рестайлинг,седан,автомат,передний,245,2.0,бензин,белый,238000
9326,О685ЕМ_78,Volkswagen Polo V Рестайлинг,седан,механика,передний,90,1.6,бензин,белый,974000
9327,К050ММ_86,Mercedes-Benz CLK-Класс 230 I (W208),купе,автомат,задний,193,2.3,бензин,пурпурный,1274000
9328,С794КК_26,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,белый,1930000
9329,С137УН_88,Mercedes-Benz G-Класс 500 III (W463),внедорожник,автомат,полный,422,4.0,бензин,чёрный,535000
9330,А444РК_63,Nissan Juke I,внедорожник,вариатор,передний,117,1.6,бензин,белый,300000
9331,А487АХ_10,Nissan X-Trail III,внедорожник,вариатор,полный,144,2.0,бензин,чёрный,1085000
9332,О117МА_53,Nissan Murano I (Z50),внедорожник,вариатор,полный,234,3.5,бензин,чёрный,1385000
9333,Р942ВК_70,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,серый,847000
9334,О882КС_75,Volkswagen Passat B7,седан,робот,передний,152,1.8,бензин,чёрный,1470000
9335,Н409ТК_60,Hyundai Solaris I,седан,механика,передний,123,1.6,бензин,чёрный,474000
9336,А119УВ_15,Rolls-Royce Wraith,купе,автомат,задний,632,6.6,бензин,серый,1430324
9337,Р693МУ_14,ИЖ 2126 «Ода»,хэтчбек,механика,задний,73,1.6,бензин,синий,1730324
9338,У108КС_49,Hyundai Creta II,внедорожник,механика,передний,123,1.6,бензин,чёрный,878000
9339,Р917АТ_85,LADA (ВАЗ) 2121 (4x4) Рысь I Рестайлинг,внедорожник,механика,полный,83,1.7,бензин,синий,579000
9340,У975РК_16,Honda Accord Type-S Type S VIII,седан,автомат,передний,201,2.4,бензин,синий,19000000
9341,Т513АМ_47,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,белый,50000
9342,У086ТО_75,Chevrolet Cruze I Рестайлинг,хэтчбек,автомат,передний,109,1.6,бензин,белый,1479500
9343,Н213КЕ_00,Mercedes-Benz G-Класс AMG 65 AMG I (W463) Рестайлинг 2,внедорожник,автомат,полный,612,6.0,бензин,чёрный,519000
9344,О885УК_98,Kia Optima IV,седан,автомат,передний,188,2.4,бензин,белый,685000
9345,С638МТ_69,Volkswagen Polo V Рестайлинг,седан,робот,передний,125,1.4,бензин,пурпурный,1135000
9346,С100ХР_32,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,белый,1435000
9347,О062ВН_71,Peugeot 207 I,хэтчбек,автомат,передний,120,1.6,бензин,синий,665000
9348,У635ХС_45,Suzuki Grand Vitara III,внедорожник,механика,полный,140,2.0,бензин,чёрный,6790000
9349,У170ОМ_30,Mercedes-Benz S-Класс 500 V (W221) Рестайлинг,седан,автомат,полный,435,4.7,бензин,серый,1375000
9350,Е899АХ_18,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,синий,1100000
9351,С106МХ_04,Nissan Almera I (N15),седан,механика,передний,87,1.4,бензин,серый,89000
9352,Н653УУ_78,Jeep Grand Cherokee IV (WK2) Рестайлинг,внедорожник,автомат,полный,243,3.0,дизель,белый,4000000
9353,Е416ХВ_62,Mercedes-Benz G-Класс AMG 63 AMG II (W463),внедорожник,автомат,полный,585,4.0,бензин,синий,16050000
9354,Х240ММ_67,Audi 100 IV (C4),седан,механика,передний,133,2.3,бензин,синий,149000
9355,А819АУ_38,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,белый,1060000
9356,С828УВ_23,Mercedes-Benz CLK-Класс 230 I (W208),купе,автомат,задний,193,2.3,бензин,белый,1360000
9357,В232СЕ_24,Ford Focus II,седан,механика,передний,145,2.0,бензин,синий,300000
9358,С110ТК_34,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,белый,299000
9359,В613МА_44,LADA (ВАЗ) Priora I,универсал,механика,передний,98,1.6,бензин,пурпурный,1069000
9360,О440ВВ_22,Mercedes-Benz 190 (W201),седан,механика,задний,105,2.0,бензин,серый,1369000
9361,Е819ОР_06,Peugeot 206,седан,механика,передний,75,1.4,бензин,чёрный,238000
9362,В364ММ_18,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,серый,88000
9363,Н357ВТ_98,SsangYong Kyron I Рестайлинг,внедорожник,механика,полный,150,2.3,бензин,пурпурный,180000
9364,М161ОУ_46,ЗАЗ 965,седан,механика,задний,27,0.9,бензин,синий,974000
9365,Т877УК_95,Daihatsu YRV I,компактвэн,механика,передний,90,1.3,бензин,белый,1274000
9366,М581АР_75,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,пурпурный,365000
9367,О364ЕН_05,Subaru Impreza WRX II,универсал,механика,полный,225,2.0,бензин,синий,70000
9368,Е605ОТ_24,Nissan Murano I (Z50),внедорожник,вариатор,полный,234,3.5,бензин,чёрный,160000
9369,Р693КО_84,Volkswagen Passat B7,седан,робот,передний,152,1.8,бензин,чёрный,1085000
9370,К324ЕТ_22,Hyundai Creta II,внедорожник,механика,передний,123,1.6,бензин,синий,1385000
9371,В830РК_81,Volkswagen Jetta V,седан,автомат,передний,102,1.6,бензин,серый,520000
9372,Н346ММ_24,BMW X6 M50i III (G06),внедорожник,автомат,полный,530,4.4,бензин,серый,474000
9373,Н372ТЕ_34,Opel Corsa D,хэтчбек,автомат,передний,90,1.4,бензин,чёрный,878000
9374,С536СР_10,Peugeot 308 I,хэтчбек,автомат,передний,120,1.6,бензин,чёрный,1479500
9375,Х970ЕЕ_18,Volkswagen Passat CC I Рестайлинг,седан,робот,передний,210,2.0,бензин,чёрный,373800
9376,Н851СН_97,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,серый,390000
9377,М387УУ_39,Mitsubishi Lancer IX Рестайлинг,седан,автомат,передний,98,1.6,бензин,пурпурный,360000
9378,В699ВВ_06,BMW 5 серии Gran Turismo 535d xDrive VI (F10/F11/F07),лифтбек,автомат,полный,300,3.0,дизель,чёрный,1200000
9379,Т713НС_16,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,пурпурный,1135000
9380,В655АР_81,Honda Accord Type-S Type S VIII,седан,автомат,передний,201,2.4,бензин,синий,1435000
9381,В514НА_44,Mercedes-Benz GL-Класс 500 II (X166),внедорожник,автомат,полный,435,4.7,бензин,белый,280000
9382,О375СК_50,Skoda Rapid II,лифтбек,механика,передний,110,1.6,бензин,чёрный,1475000
9383,У622РН_57,Skoda Superb DSG II Рестайлинг,лифтбек,робот,передний,152,1.8,бензин,чёрный,1059000
9384,У326КС_52,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,пурпурный,1359000
9385,У757КН_14,LADA (ВАЗ) 2121 (4x4) I Рестайлинг,внедорожник,механика,полный,83,1.7,бензин,синий,685000
9386,А868ОВ_61,Hyundai Solaris I,седан,механика,передний,123,1.6,бензин,чёрный,2533000
9387,О360ТВ_02,Nissan Teana II Рестайлинг,седан,вариатор,полный,167,2.5,бензин,чёрный,1259000
9388,Н747АЕ_52,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,синий,1100000
9389,Р127РС_16,Nissan Almera I (N15),седан,механика,передний,87,1.4,бензин,чёрный,89000
9390,У406ВУ_70,Jeep Grand Cherokee IV (WK2) Рестайлинг,внедорожник,автомат,полный,243,3.0,дизель,пурпурный,4000000
9391,С463ВН_91,Mercedes-Benz G-Класс AMG 63 AMG II (W463),внедорожник,автомат,полный,585,4.0,бензин,синий,16050000
9392,С184КТ_63,ЗАЗ 965,седан,механика,задний,27,0.9,бензин,чёрный,70000
9393,Н105ТС_60,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,белый,1060000
9394,Т044ЕТ_10,Ford Focus II,седан,механика,передний,145,2.0,бензин,синий,1360000
9395,Н412МР_39,Nissan Juke I,внедорожник,вариатор,передний,117,1.6,бензин,белый,299000
9396,В639ОХ_97,Mercedes-Benz G-Класс 500 III (W463),внедорожник,автомат,полный,422,4.0,бензин,чёрный,847000
9397,У312МЕ_42,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,серый,1069000
9398,С061НС_88,Nissan Teana II Рестайлинг,седан,вариатор,полный,167,2.5,бензин,чёрный,1369000
9399,Р375АН_24,LADA (ВАЗ) Priora I,универсал,механика,передний,98,1.6,бензин,серый,870000
9400,Е302УО_04,Volkswagen Passat B7,седан,робот,передний,152,1.8,бензин,чёрный,238000
9401,Е100РР_83,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,серый,878000
9402,О661ОХ_13,Subaru Impreza WRX II,универсал,механика,полный,225,2.0,бензин,синий,974000
9403,Р384ОМ_54,SsangYong Kyron I Рестайлинг,внедорожник,механика,полный,150,2.3,бензин,пурпурный,1274000
9404,У791ОУ_82,Mercedes-Benz 190 (W201),седан,механика,задний,105,2.0,бензин,синий,520000
9405,Т796НН_16,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,пурпурный,365000
9406,Т275ЕХ_53,Mercedes-Benz CLK-Класс 230 I (W208),купе,автомат,задний,193,2.3,бензин,пурпурный,88000
9407,Н370РТ_83,LADA (ВАЗ) 2109 21093i,хэтчбек,механика,передний,72,1.5,бензин,серый,1085000
9408,Т197КВ_71,Volkswagen Polo V Рестайлинг,седан,механика,передний,90,1.6,бензин,белый,1385000
9409,М580УО_06,Hyundai Creta II,внедорожник,механика,передний,123,1.6,бензин,серый,300000
9410,Р652АР_99,Volkswagen Jetta V,седан,автомат,передний,102,1.6,бензин,серый,80000
9411,К403ЕН_30,Hyundai ix35 I,внедорожник,автомат,передний,150,2.0,бензин,чёрный,535000
9412,Р404ЕУ_43,Mercedes-Benz E-Класс 300 I (W124),седан,автомат,задний,147,3.0,дизель,серый,1479500
9413,Р546ЕР_99,Nissan Murano I (Z50),внедорожник,вариатор,полный,234,3.5,бензин,серый,373800
9414,Т916АК_80,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,пурпурный,870000
9415,Е330ХТ_27,Opel Corsa D,хэтчбек,автомат,передний,90,1.4,бензин,чёрный,1200000
9416,Р586НТ_35,LADA (ВАЗ) 2121 (4x4) I Рестайлинг,внедорожник,механика,полный,83,1.7,бензин,синий,474000
9417,Х955ХА_24,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,синий,1135000
9418,С019ЕО_47,Hyundai Solaris I,седан,механика,передний,123,1.6,бензин,чёрный,1435000
9419,Р449МВ_70,ИЖ 2126 «Ода»,хэтчбек,механика,задний,73,1.6,бензин,синий,390000
9420,У064КА_76,Mercedes-Benz GL-Класс 500 II (X166),внедорожник,автомат,полный,435,4.7,бензин,белый,290000
9421,К154ТТ_12,BMW M5 V (F10),седан,робот,задний,560,4.4,бензин,белый,1059000
9422,С882ХН_46,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,чёрный,1359000
9423,С194ТЕ_97,Rolls-Royce Wraith,купе,автомат,задний,632,6.6,бензин,серый,579000
9424,Т970АЕ_04,Mitsubishi Lancer IX Рестайлинг,седан,автомат,передний,98,1.6,бензин,пурпурный,50000
9425,О043МР_67,Audi Q5 II (FY),внедорожник,робот,полный,249,2.0,бензин,синий,2533000
9426,У762ХТ_17,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,чёрный,2118000
9427,К946ЕО_45,Nissan Almera I (N15),седан,механика,передний,87,1.4,бензин,серый,89000
9428,У771РХ_65,Jeep Grand Cherokee IV (WK2) Рестайлинг,внедорожник,автомат,полный,243,3.0,дизель,белый,4000000
9429,Н814ОЕ_76,Mercedes-Benz G-Класс AMG 63 AMG II (W463),внедорожник,автомат,полный,585,4.0,бензин,синий,16050000
9430,М968СХ_36,Nissan Murano I (Z50),внедорожник,вариатор,полный,234,3.5,бензин,серый,474000
9431,К175МХ_34,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,белый,1060000
9432,У611РВ_28,Volvo XC90 I Рестайлинг,внедорожник,автомат,полный,185,2.4,дизель,чёрный,1360000
9433,А206АВ_55,Ford Focus II,седан,механика,передний,145,2.0,бензин,синий,1195000
9434,У676ОК_47,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,белый,299000
9435,К163СН_57,Rolls-Royce Phantom VII Рестайлинг (Series II),купе,автомат,задний,460,6.8,бензин,чёрный,1069000
9436,Р484КТ_93,Mercedes-Benz 190 (W201),седан,механика,задний,105,2.0,бензин,серый,1369000
9437,Т609РС_77,LADA (ВАЗ) Priora I,универсал,механика,передний,98,1.6,бензин,белый,88000
9438,У661ОР_88,LADA (ВАЗ) Vesta SW Cross I,универсал,механика,передний,122,1.8,бензин,серый,238000
9439,Е187ВТ_62,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,синий,899000
9440,К630ЕВ_97,Volkswagen Polo V Рестайлинг,седан,механика,передний,90,1.6,бензин,пурпурный,974000
9441,Т350КО_12,Audi 100 IV (C4),седан,механика,передний,133,2.3,бензин,синий,1274000
9442,Е041ТР_72,LADA (ВАЗ) 2121 (4x4) Рысь I Рестайлинг,внедорожник,механика,полный,83,1.7,бензин,синий,535000
9443,С413ТЕ_49,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,пурпурный,149000
9444,Р131ОМ_10,Nissan Juke I,внедорожник,вариатор,передний,117,1.6,бензин,серый,519000
9445,Е831ЕВ_33,Rolls-Royce Wraith,купе,автомат,задний,632,6.6,бензин,серый,1085000
9446,М988ХТ_45,Opel Antara I Рестайлинг,внедорожник,автомат,полный,184,2.2,дизель,пурпурный,1385000
9447,У958ОХ_03,Hyundai Creta II,внедорожник,механика,передний,123,1.6,бензин,пурпурный,739000
9448,С360ХО_00,Mercedes-Benz CLK-Класс 230 I (W208),купе,автомат,задний,193,2.3,бензин,серый,19000000
9449,Е867ТА_84,Volkswagen Passat B7,седан,робот,передний,152,1.8,бензин,чёрный,949000
9450,В618АК_51,Hyundai Solaris I,седан,механика,передний,123,1.6,бензин,чёрный,1479500
9451,М237АА_07,Nissan Teana II Рестайлинг,седан,вариатор,полный,167,2.5,бензин,чёрный,300000
9452,Т422СК_46,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,чёрный,878000
9453,Т303ЕЕ_97,Nissan X-Trail I Рестайлинг,внедорожник,автомат,полный,165,2.5,бензин,чёрный,579000
9454,Т718РР_10,Skoda Rapid II,лифтбек,механика,передний,110,1.6,бензин,чёрный,870000
9455,М563НА_24,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,серый,1135000
9456,Е643УК_75,Peugeot 207 I,хэтчбек,автомат,передний,120,1.6,бензин,синий,1435000
9457,М877ЕК_94,Suzuki Grand Vitara III,внедорожник,механика,полный,140,2.0,бензин,чёрный,695000
9458,Н335НМ_07,Hyundai Solaris I Рестайлинг,седан,автомат,передний,123,1.6,бензин,чёрный,1259000
9459,Е915ТВ_77,SsangYong Kyron I Рестайлинг,внедорожник,механика,полный,150,2.3,бензин,пурпурный,1059000
9460,В856СВ_36,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,белый,1359000
9461,Х180НУ_14,Mercedes-Benz GL-Класс 500 II (X166),внедорожник,автомат,полный,435,4.7,бензин,белый,272000
9462,О092ОВ_56,ИЖ 2126 «Ода»,хэтчбек,механика,задний,73,1.6,бензин,синий,649000
9463,Т031ВР_43,Hyundai ix35 I,внедорожник,автомат,передний,150,2.0,бензин,чёрный,789000
9464,Н176РН_31,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,белый,365000
9465,К057ВЕ_77,Nissan Almera I (N15),седан,механика,передний,87,1.4,бензин,белый,89000
9466,О644ХА_51,Jeep Grand Cherokee IV (WK2) Рестайлинг,внедорожник,автомат,полный,243,3.0,дизель,серый,4000000
9467,Х841АМ_81,Mercedes-Benz G-Класс AMG 63 AMG II (W463),внедорожник,автомат,полный,585,4.0,бензин,синий,16050000
9468,У472РН_07,Audi 100 IV (C4),седан,механика,передний,133,2.3,бензин,синий,149000
9469,Н033ВР_55,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,синий,1060000
9470,К622УЕ_12,ЗАЗ 965,седан,механика,задний,27,0.9,бензин,белый,1360000
9471,Н470МУ_89,ИЖ 2126 «Ода»,хэтчбек,механика,задний,73,1.6,бензин,синий,70000
9472,Т312ХО_85,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,белый,50000
9473,Р254МТ_22,Ford Focus II,седан,механика,передний,145,2.0,бензин,синий,1069000
9474,О226КН_23,Mitsubishi Lancer IX Рестайлинг,седан,автомат,передний,98,1.6,бензин,пурпурный,1369000
9475,Р722ВО_02,Mercedes-Benz 190 (W201),седан,механика,задний,105,2.0,бензин,белый,299000
9476,У772МР_39,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,серый,280000
9477,В772ОО_99,Subaru Impreza WRX II,универсал,механика,полный,225,2.0,бензин,синий,88000
9478,В768ОХ_51,SsangYong Kyron I Рестайлинг,внедорожник,механика,полный,150,2.3,бензин,пурпурный,974000
9479,Т842ТС_61,Nissan Juke I,внедорожник,вариатор,передний,117,1.6,бензин,белый,1274000
9480,О833ВА_98,BMW X6 M50i III (G06),внедорожник,автомат,полный,530,4.4,бензин,серый,520000
9481,В152ЕА_95,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,пурпурный,365000
9482,У748ХС_41,Nissan Murano I (Z50),внедорожник,вариатор,полный,234,3.5,бензин,белый,847000
9483,К797МН_07,Rolls-Royce Wraith,купе,автомат,задний,632,6.6,бензин,серый,1085000
9484,Х574СВ_28,Volkswagen Polo V Рестайлинг,седан,механика,передний,90,1.6,бензин,чёрный,1385000
9485,Р720ОС_61,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,синий,474000
9486,С565ХТ_95,Audi A8 Long III (D4),седан,автомат,полный,372,4.2,бензин,чёрный,19000000
9487,Т532МВ_61,Audi Q5 II (FY),внедорожник,робот,полный,249,2.0,бензин,синий,535000
9488,Х626ТА_73,Mercedes-Benz E-Класс 300 I (W124),седан,автомат,задний,147,3.0,дизель,синий,1430324
9489,В478УН_20,LADA (ВАЗ) 2121 (4x4) I Рестайлинг,внедорожник,механика,полный,83,1.7,бензин,синий,1730324
9490,В312УТ_71,Hyundai Creta II,внедорожник,механика,передний,123,1.6,бензин,пурпурный,1454000
9491,Т376МЕ_02,Daihatsu YRV I,компактвэн,механика,передний,90,1.3,бензин,серый,3109000
9492,Х947МВ_85,LADA (ВАЗ) 2121 (4x4) Рысь I Рестайлинг,внедорожник,механика,полный,83,1.7,бензин,синий,1200000
9493,А422СТ_31,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,пурпурный,290000
9494,С936АР_22,Hyundai Getz I Рестайлинг,хэтчбек,автомат,передний,97,1.4,бензин,пурпурный,1479500
9495,О751ХР_30,Hyundai Solaris I,седан,механика,передний,123,1.6,бензин,чёрный,160000
9496,У010КЕ_56,LADA (ВАЗ) 2109 21093i,хэтчбек,механика,передний,72,1.5,бензин,серый,519000
9497,У227РТ_20,Mercedes-Benz GLA 250 I (X156),внедорожник,робот,полный,211,2.0,бензин,серый,1135000
9498,А052СТ_71,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,белый,1435000
9499,О558УА_43,Audi A4 IV (B8),седан,вариатор,передний,160,1.8,бензин,белый,385000
9500,М036СР_10,Opel Corsa D,хэтчбек,автомат,передний,90,1.4,бензин,чёрный,579000
9501,К811НР_17,Opel Astra H Рестайлинг,седан,автомат,передний,140,1.8,бензин,серый,80000
9502,К278ТУ_67,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,серый,1799000
9503,У333МА_72,Nissan Almera I (N15),седан,механика,передний,87,1.4,бензин,белый,89000
9504,У763ТЕ_35,Jeep Grand Cherokee IV (WK2) Рестайлинг,внедорожник,автомат,полный,243,3.0,дизель,белый,4000000
9505,К821МТ_85,Mercedes-Benz G-Класс AMG 63 AMG II (W463),внедорожник,автомат,полный,585,4.0,бензин,синий,16050000
9506,Н267АУ_99,Subaru Impreza WRX II,универсал,механика,полный,225,2.0,бензин,синий,520000
9507,Н441ОЕ_87,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,серый,1060000
9508,М001ТС_99,Nissan Murano I (Z50),внедорожник,вариатор,полный,234,3.5,бензин,пурпурный,1360000
9509,Т971ХР_89,Nissan Teana II Рестайлинг,седан,вариатор,полный,167,2.5,бензин,чёрный,474000
9510,М799ХТ_85,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,белый,870000
9511,О602РР_05,Mercedes-Benz E-Класс 300 I (W124),седан,автомат,задний,147,3.0,дизель,чёрный,1069000
9512,К663АР_39,ЗАЗ 965,седан,механика,задний,27,0.9,бензин,синий,1369000
9513,Р479ОВ_15,Volkswagen Jetta V,седан,автомат,передний,102,1.6,бензин,серый,1200000
9514,О086ТН_46,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,пурпурный,70000
9515,Н978КК_08,Ford Focus II,седан,механика,передний,145,2.0,бензин,синий,373800
9516,М016НУ_23,Audi A4 IV (B8),седан,вариатор,передний,160,1.8,бензин,белый,974000
9517,О523КТ_26,BMW X6 M50i III (G06),внедорожник,автомат,полный,530,4.4,бензин,серый,1274000
9518,Е275СТ_54,Land Rover Range Rover IV Рестайлинг,внедорожник,автомат,полный,339,4.4,дизель,синий,299000
9519,Т283АС_66,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,белый,790000
9520,Х791ОХ_90,ИЖ 2126 «Ода»,хэтчбек,механика,задний,73,1.6,бензин,синий,7380000
9521,Х339ХН_89,Peugeot 308 I,хэтчбек,автомат,передний,120,1.6,бензин,белый,1085000
9522,В439ТА_29,Hyundai ix35 I,внедорожник,автомат,передний,150,2.0,бензин,чёрный,1385000
9523,С035ХТ_64,Hyundai Creta II,внедорожник,механика,передний,123,1.6,бензин,серый,50000
9524,Р502ХУ_20,SsangYong Kyron I Рестайлинг,внедорожник,механика,полный,150,2.3,бензин,пурпурный,360000
9525,К359КН_60,Toyota Camry VI (XV40),седан,автомат,передний,167,2.4,бензин,серый,870000
9526,О202ОТ_70,Mercedes-Benz 190 (W201),седан,механика,задний,105,2.0,бензин,белый,1479500
9527,К644ЕС_94,Volkswagen Polo V Рестайлинг,седан,механика,передний,90,1.6,бензин,синий,365000
9528,О484КВ_81,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,чёрный,847000
9529,М837ХР_02,Renault Megane III,хэтчбек,вариатор,передний,138,2.0,бензин,белый,88000
9530,Х463АТ_06,Chevrolet Cruze I Рестайлинг,хэтчбек,автомат,передний,109,1.6,бензин,белый,535000
9531,Х181ОА_78,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,синий,1135000
9532,О459ОА_70,Skoda Octavia II (A5) Рестайлинг,лифтбек,механика,передний,102,1.6,бензин,серый,1435000
9533,Е467СУ_22,Volvo XC90 I Рестайлинг,внедорожник,автомат,полный,185,2.4,дизель,чёрный,635000
9534,Т761АС_55,Honda Accord Type-S Type S VIII,седан,автомат,передний,201,2.4,бензин,синий,665000
9535,Е919ВЕ_84,Mercedes-Benz GL-Класс 500 II (X166),внедорожник,автомат,полный,435,4.7,бензин,белый,1059000
9536,В027ТА_53,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,пурпурный,1359000
9537,С340АЕ_58,Nissan X-Trail I Рестайлинг,внедорожник,автомат,полный,165,2.5,бензин,чёрный,699000
9538,Т100ЕУ_88,Dodge Challenger SRT Hellcat III Рестайлинг 2,купе,автомат,задний,717,6.2,бензин,чёрный,1195000
9539,Х786МА_24,Nissan Murano II (Z51) Рестайлинг,внедорожник,вариатор,полный,249,3.5,бензин,серый,685000
9540,С985УЕ_03,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,синий,2533000
9541,Р380ОР_78,Nissan Almera I (N15),седан,механика,передний,87,1.4,бензин,чёрный,89000
9542,Н266ТУ_40,Jeep Grand Cherokee IV (WK2) Рестайлинг,внедорожник,автомат,полный,243,3.0,дизель,пурпурный,4000000
9543,Н026ОЕ_80,Mercedes-Benz G-Класс AMG 63 AMG II (W463),внедорожник,автомат,полный,585,4.0,бензин,синий,16050000
9544,В867ВА_78,ЗАЗ 965,седан,механика,задний,27,0.9,бензин,белый,70000
9545,Н579ХО_50,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,синий,1060000
9546,В605ТУ_01,SsangYong Kyron I Рестайлинг,внедорожник,механика,полный,150,2.3,бензин,пурпурный,1360000
9547,У366ХХ_88,ИЖ 2126 «Ода»,хэтчбек,механика,задний,73,1.6,бензин,синий,365000
9548,С167НМ_69,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,чёрный,50000
9549,А905МА_06,Honda Accord Type-S Type S VIII,седан,автомат,передний,201,2.4,бензин,синий,1069000
9550,М726УМ_44,Ford Focus II,седан,механика,передний,145,2.0,бензин,синий,1369000
9551,В705АУ_79,Nissan Teana II Рестайлинг,седан,вариатор,полный,167,2.5,бензин,чёрный,685000
9552,С848ОН_58,BMW X6 M50i III (G06),внедорожник,автомат,полный,530,4.4,бензин,серый,299000
9553,А321ОА_36,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,белый,870000
9554,Х585КТ_30,LADA (ВАЗ) 2121 (4x4) Рысь I Рестайлинг,внедорожник,механика,полный,83,1.7,бензин,синий,974000
9555,В962ТО_26,Mercedes-Benz 190 (W201),седан,механика,задний,105,2.0,бензин,серый,1274000
9556,К555НВ_95,LADA (ВАЗ) Priora I,универсал,механика,передний,98,1.6,бензин,синий,519000
9557,К586ОТ_73,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,синий,88000
9558,Т208АХ_66,Subaru Impreza WRX II,универсал,механика,полный,225,2.0,бензин,синий,238000
9559,Х774МА_78,Audi Q5 II (FY),внедорожник,робот,полный,249,2.0,бензин,синий,1085000
9560,К888ВА_15,Mercedes-Benz E-Класс 300 I (W124),седан,автомат,задний,147,3.0,дизель,серый,1385000
9561,Р103НА_22,Hyundai Creta II,внедорожник,механика,передний,123,1.6,бензин,белый,520000
9562,У367ХХ_38,LADA (ВАЗ) 2121 (4x4) I Рестайлинг,внедорожник,механика,полный,83,1.7,бензин,синий,3109000
9563,Х960ХВ_85,Daihatsu YRV I,компактвэн,механика,передний,90,1.3,бензин,серый,1200000
9564,О524СО_26,Nissan Murano I (Z50),внедорожник,вариатор,полный,234,3.5,бензин,серый,1479500
9565,В790КА_54,Volkswagen Passat B7,седан,робот,передний,152,1.8,бензин,чёрный,290000
9566,Х121КА_20,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,пурпурный,160000
